id,url_id,user,text,created,updated,references,in_class
0bfXzrZNEeigoM90ihHqIw,4,melissa_roach,"In light of the following conclusion that bullshit can indeed be carefully contrived, I wonder if the connotations of the word itself undermine the insidious nature of the deception described in the paragraph below. Is 'bullshit' the right word to call due attention to malignant public falsehoods?",2018-09-12,2018-09-12,,True
cJZ9frZNEeiWyfdZnTwDHQ,4,KariGustafson,"Getting away with what he says or getting what he wants.

I think there may be something here in the relationship of the parties. We wouldn't be able to ""bullshit"" someone who knew us well or intimately. That would be lying. 

Also, we would definitely try to bullshit our way through an interview or an exam essay, but would not lie. Unless we were stating an untrue opinion because we were afraid our true feelings would be judged negatively, which again comes back to the relationship question. ",2018-09-12,2018-09-12,,True
XVMGWLZLEeiwOOP2tjHGeA,4,melissa_roach,"I really like this point, and the chapter you linked to really appeals to me for its clear distinction between words as symbols and the meaning they carry. 

To your question around the incapacity of words to represent meanings absolutely truthfully — and what that means for bullshit; I do think that intention factors in heavily.

The distance between the signifier and the signified allows space for confusion, and for exploitation. One thing that troubles me about these grey areas is the plausible deniability they afford to any would-be bullshitters. Perhaps a feature of 'bullshit' is that it must be able to plausibly masquerade as the truth.",2018-09-12,2018-09-12,['oyexCLXMEeishYvRhjVRww'],True
e8LWHrY7EeiwQgO5ZRnxHQ,4,KariGustafson,Indeed - it depends on an underlying agreement that everyone realizes it's not the truth.,2018-09-12,2018-09-12,,True
yQBXKLY5EeihWgsuydRLOw,4,KariGustafson,"I also think it takes a whole lot of complicity from the audience. Most everyone knows that campaign promises are empty and that buying that car won't really make them attractive and outdoorsy, but tend to accept the ""truth"" of both. Primarily if it supports the way we think - or *wish* - things were.",2018-09-12,2018-09-12,,True
joFz6LY5EeiwHM9Wq0AE-g,4,KariGustafson,My thoughts exactly! I feel that in both fields (advertising and politics) the problem is a bit more insidious.,2018-09-12,2018-09-12,['UfbEILUpEeixTm_5JcE9AQ'],True
rN2CILY3Eei5Co85nHwmHw,4,KariGustafson,"I don't know if I agree with this - the orator does care what the audience thinks about these things, just not in the sense of whether s/he cares if they believe them to be objectively true. But if they are trying to ""convey a certain impression of himself,"" then they care deeply about how the audience is going to perceive the statements. Humbug is in this sense perhaps a situation where the orator and audience know that the statements are perhaps not true, but agree to disregard this as beside the point of the speech.",2018-09-12,2018-09-12,,True
QabLXrY0Eeilglc6W19BHw,4,KariGustafson,"What about passing on something that someone else deliberately made up to mislead? How much individual responsibility does one have for uncritically passing on something that is untrue without verifying it?

In these cases, should persons with expertise in research / fact finding be held to a higher standard? (Like persons in a profession like teaching have a legal responsibility to report suspected child abuse, should researchers have a responsibility to report untruths?)",2018-09-12,2018-09-12,['j8SAkLSDEeizAc-tnyPPYA'],True
-8GNiLXSEeigoe_QlR40uw,4,aliceLF,"So bullshit exists on a totally different pane of reality than truth and lies. It can exist independent of facts. It has no roots in the real world—or at least, it doesn't require them.  ",2018-09-11,2018-09-11,,True
NRYSdrXSEeiSnmt09TptMA,4,aliceLF,So the lier cares more about truth than the bullshitter does? ,2018-09-11,2018-09-11,,True
dKKIxrXREeiUZociVOgwQg,4,aliceLF,"Bullshit is also sometimes seen as fun, a sign of closeness and ease with the people you're engaging with (i.e. the bit about ""shooting the shit"", above). Lying rarely is. ",2018-09-11,2018-09-11,['4nO8crUwEeiiorfP4xNu6A'],True
c9EC6LXQEeiP2MsWyYs89w,4,aliceLF,"Totally. What about poetry? Metaphor? Creative expression? If food were meant to provide nothing more than sustenance, we would eat nothing but Soylent. ",2018-09-11,2018-09-11,['zYV-JLUuEeiupJer5WVYKA'],True
pp-exLXPEeigXEvEdi4jmQ,4,aliceLF,"This also means that bull sessions create an opportunity for people to express thoughts or beliefs they wouldn't feel comfortable sharing otherwise—i.e. the opposite of bull shit. 

But of course, if it's said in the context of a bull session, the truth will be indistinguishable from the bull shit. Does it still count as telling the truth, if everyone things your just bullshitting? ",2018-09-11,2018-09-11,,True
70dCcrXOEeigWhuCwF3GlQ,4,aliceLF,Ha. This sounds more like [#BroTalk](https://www.urbandictionary.com/define.php?term=Bro%20Talk),2018-09-11,2018-09-11,,True
EVTK8rXOEeimQCsRG94nTA,4,aliceLF,"I think there's an interesting question tucked inside your question, which I think Black touches on later: Can you bullshit yourself? 

I think there are (at least) two possible ways the orator could be bullshitting in this example. He could be misrepresenting himself to give the audience a certain impression of himself. Or, he could be doing so to give himself a certain impression of himself... Who hasn't done that, to some degree? It's part of human nature.

See the [Dunning-Kruger](https://www.vox.com/science-and-health/2017/11/18/16670576/dunning-kruger-effect-video) effect. for example: “...psychological research suggests that we’re not very good at evaluating ourselves accurately. In fact, we frequently overestimate our own abilities.” 

Is misrepresenting yourself to yourself still bullshit? Does it matter if it's done intentionally or not?
 ",2018-09-11,2018-09-11,['4U91eLUjEeiDEpdAdKAhig'],True
oyexCLXMEeishYvRhjVRww,4,aliceLF,"I love this strangely poetic moment in the essay. What's that famous Kafka quote again...""All language is but a poor translation""? 

It's funny how easy it is to forget that language is just a tool we've developed to attempt to describe reality to one another. [Words are stand-ins](http://open.lib.umn.edu/communication/chapter/3-1-language-and-meaning/) for the real things, feelings, thoughts, or sensations they are meant to convey—not true or complete reflections of the world. 

And if all language is, to some degree, a lie or misrepresentation, what does that mean for bullshit? Is it the person's intention—of wanting to fool or deceive vs communicate reality—that sets bullshit apart from other discourse? ",2018-09-11,2018-09-11,,True
J4A_NrWOEeiNBQ_vHZBZpg,4,melissa_roach,"I did chuckle a bit at this. These kinds of admissions are a bit slippery to me. I can appreciate when an author is acknowledging their own limitations, but this one comes across as almost lazy. Looking for direct translations of something idiomatic could be a fruitless search, but I think in this case there are cross-linguistic examples of excrement-related expletives that get at the same meaning.",2018-09-11,2018-09-11,['E3DcSLUmEeiD389xJlC9cg'],True
uLgU0LUyEeiow-MS_NElQg,4,emmisalive,I don't disagree... But I'm feeling fairly more certain that on some level this was satire. Or maybe I just don't like the style! ,2018-09-10,2018-09-10,,False
ciHf8rUxEeissuuCcj8V_A,4,emmisalive,I like that the motive being left undefined here. ,2018-09-10,2018-09-10,,False
4nO8crUwEeiiorfP4xNu6A,4,emmisalive,"Lying is the intent to deceive, meanwhile, I've heard a lot of bullshit that believed it was truth, which doesn't always make it a personal affront. Or perhaps they're still trying to play with some of the rules of the game, instead of just refuting them the way lying does? ",2018-09-10,2018-09-10,,False
OU-SjrUvEeiNbLe_MZ0Sog,4,emmisalive,"""phony"" has been the best word he's brought in. Fake, cheap, imitative. It might still work, but there's no getting away from the varied intention. ",2018-09-10,2018-09-10,,False
avACdLUvEeilRHOFghhnVA,4,emmisalive,"And WHY it was made. We can't forget about the intention. 
",2018-09-10,2018-09-10,,False
zYV-JLUuEeiupJer5WVYKA,4,emmisalive,"Again, seems like this definition is throwing a wide net and not leaving a ton of room for language that does anything other than directly communicate a point. Which we can all agree, just isn't true. ",2018-09-10,2018-09-10,,False
FhCaHLUuEei4C-86DVKyLQ,4,emmisalive,"I would disagree with this. It seems as though it's more likely you can speak and ""adventure"" without being taken more seriously than you want to be taken on the subject, especially if you believe something to be unequivocally true. ",2018-09-10,2018-09-10,,False
Aa3herUtEeiYiI90UZrkuw,4,emmisalive,"So in other words:
The intention of the speech act is completely dissociated with reality, truth, and the very notion of language as a tool for communicating the truth, first and foremost. 
I don't necessarily disagree, but I'm hoping he'll narrow the parameters here, because there's a whole lot of things that can fall into this category. Poetry, fiction, my beloved science fiction and fantasy novels, to name a few. ",2018-09-10,2018-09-10,,False
7YxXrrUrEei8Ls8-LXgrXw,4,emmisalive,"To me it seemed like she was repeating an idiom, sort of like tapping a language button that is meant to convey a commonly understood *generic* (or even ""procrustean""?) meaning. In that case, the ""mindlessness"" or the drama would definitely be there, but Wittegenstein's response suggests that there is no room for anything other than direct language. ""Don't be so dramatic""
Which obviously isn't realistic. ",2018-09-10,2018-09-10,['VGRZzLQFEei07Q9zHP8Cyw'],False
4anlJLUqEei3FZcsBNNrYA,4,emmisalive,And particularly excessive! Which is the problem Wittgenstein had with her comment. ,2018-09-10,2018-09-10,,False
ovABBrUqEeiD8eOerjkVcA,4,emmisalive,"Its starting to seem like bullshit only really exists in the cracks between exchanges or as a lens applied from a certain angle. Someone else literally has to be there to run the grain in the other direction, but regardless if they do or don't, the ''bullshit' is still there. At moments it does seem like trying to define bullshit means eliminating any use of colourful or stylized language. There has got to be room for idioms and figures of speech, no? ",2018-09-10,2018-09-10,['XCGmJrSKEeiiy291K3pLTw'],False
UfbEILUpEeixTm_5JcE9AQ,4,emmisalive,"Not laxity (""lack of strictness or care"") alone, but maybe a different value system? A different agenda? A laxity around the commonly understood intentions of making a cupboard, for example? ",2018-09-10,2018-09-10,,False
4U91eLUjEeiDEpdAdKAhig,4,emmisalive,"Similar to mawaters comment above, I feel like there's a bit of a leap being taken here, while other rhetorical motives are being ignored. I'm not really buying the 'self-impression' motive. He may believe what he is saying, or he may not, but what does not change is the position from which he is speaking, and the audience he is speaking to. I feel as though there is definitely room in between those two objective points to recognize the humbuggery-- that being a statement and a motive which we cannot fully discern, yet one we are certain holds an ulterior agenda-- and to come up with a number of reasons as to the intentions of the orator. ",2018-09-10,2018-09-10,,False
sJL_5rUnEei8Hmf7qKYVbA,4,emmisalive,"Summary: In order to lie, there needs to be an awareness of some kind of truth. I say ""some kind of truth"" because I don't want to eliminate personal truths/beliefs. 

I think we're getting close to the realm of alternative facts!  ",2018-09-10,2018-09-10,,False
E3DcSLUmEeiD389xJlC9cg,4,emmisalive,I am starting to wonder if this article is satire? ,2018-09-10,2018-09-10,,False
QTFMALTUEei2Yc-HLvREfw,4,cypriine,"I feel that as a society, bullshit continually shapes itself around the news we receive from day to day. Yesterday's bullshit is today's normal, and so, it is safe to say that we can not be confident in our ability to recognize bullshit.",2018-09-10,2018-09-10,,True
4qtqyrSOEei8ce_Dctk9hA,4,mawaters,"At the end of the day, regardless of it being bullshit, hot-air, bluffing, or just straight up lying they all rely on the receiver(s) of the information believing in a false-fact whether its directly or indirectly delivered.   ",2018-09-10,2018-09-10,,True
bWPjkrSNEeiBSttV_U4JwA,4,mawaters,"if bullshit is false truth with the intention to decieve (ie. his example of ""I have $20 in my pocket""), and bluffing is to talk through something by speaking nonsense. Then, by his definitions I would venture to say that bluffing and bullshit are quite similar.",2018-09-10,2018-09-10,,True
Qvy-yLSLEei18JdmUAoo3w,4,mawaters,promoting,2018-09-09,2018-09-09,,True
XCGmJrSKEeiiy291K3pLTw,4,mawaters,"so if its playfully exaggerated, it doesn't classify as bullshit unless someone interprets your intentions were different from what they are. so your own bullshit is up to the interpretation of others whether you like it or not.",2018-09-09,2018-09-09,,True
lNniDrSJEei_Bktk1pq-rA,4,mawaters,"""out of place; inappropriate.""",2018-09-09,2018-09-09,,True
v3OAvLSHEeiWh2fOVBRlgA,4,mawaters,"I understand the author's definiton of humbug and how it can differ from deceit. However, this statement and whole paragraph seems like a bit of stretch. How can he be sure the orator isn't a passionate patriot? There's many situations where you are listening to a speaker regardless of topic, does that make everyone who does so fall into this category? ",2018-09-09,2018-09-09,,True
j8SAkLSDEeizAc-tnyPPYA,4,mawaters,"I think if the utterer intends to mislead someone by fabricating what they are saying to any degree, it would be considered humbug or bullshit",2018-09-09,2018-09-09,,True
VGRZzLQFEei07Q9zHP8Cyw,4,CSG,"But how is this mindlessness?
""I feel just like [what I imagine] a dog that has been run over [must feel like].""
Fania uses a metaphor to describe her feelings. Clearly, the imagination is implied, and imagination is anything but mindlessness.
met·a·phor
noun
a figure of speech in which a word or phrase is applied to an object or action to which it is not literally applicable.

If anything, the literal interpretation of the remark and resulting castigation is BS",2018-09-09,2018-09-09,,True
Sa_AXrLmEeiQ-zOGoKfVpw,4,CSG,"Not necessarily. The BSer in Chief seems to operate on the principle of being fact adverse. He studiously ignores that which, although true, intrudes upon the state of mind that has him as the greatest in whatever field of endeavour he's currently addressing. There is no indication that which eschews from his mouth misrepresents his state of mind, although it thoroughly misrepresents reality.",2018-09-07,2018-09-07,,True
rDW33LLTEeizvY_fJ3JY0w,4,mawaters,"Looking up the basic definitions of these words shows the following:

Humbug - deceptive or false talk *or behavior*

Bullshit - stupid or untrue talk *or writing*, nonsense

I find the differences in these interesting because they're so closely related yet one focuses on behavior and the other writing. Although, the author focuses on the nicety of the word humbug versus bullshit.",2018-09-07,2018-09-07,,True
_1CeJLLXEeiVFxNGAfl9yg,4,KariGustafson,"""the use of more words than are necessary to express an idea"" e.g. burning fire",2018-09-07,2018-09-07,,True
EmIcULLXEeiO7I_Mcxsopg,4,KariGustafson,"""Clearly expressed and easily understood""",2018-09-07,2018-09-07,,True
24cGdLLLEei7uasOOhd5xw,4,mawaters,"""enforcing uniformity or conformity without regard to natural variation or individuality""",2018-09-07,2018-09-07,,True
reG2ei59EeeGe_ta17YwHQ,4,Upstream_Salmons,love this statement.,2017-05-01,2017-05-01,,False
dR3CXLgkEeinqksYA8XFyQ,5,aliceLF,Wow! Tell us about it next class???,2018-09-14,2018-09-14,"['DiHSnrdjEeihJFNHkvULBg', 'Lma8kreTEeilGPPg2yaQuA']",True
LLFA_regEei8izMSxk5qrg,5,melissa_roach,"Maybe not all, and not in-detail, but if someone asked to describe these things generally about your own moment and culture, couldn't you paint a pretty good picture of what life is like?",2018-09-13,2018-09-13,['Di30GrU0Eei-bV_v0Z2khA'],True
svszpreeEei6W0_pKoh6DA,5,melissa_roach,OED: Adjective. Childishly silly and immature.,2018-09-13,2018-09-13,,True
-G4vPredEeiVmbcgjjgTHA,5,melissa_roach,"Interesting. He seems to make a distinction between talking to the departed and talking on behalf of the departed — one being an understandable part of grief, and the other being a phoney sort of gimmick (until proven otherwise, of course). ",2018-09-13,2018-09-13,['ZBIuNpwTEee77TfNpmBEvA'],True
5IGUdrecEeiyPSeS-Rn9rA,5,melissa_roach,"I'm in agreement that scientific study can be motivated by anecdote, or even myth for that matter. Divorcing these words from their context of the afterlife, the thing about them that gives me pause is the question of who is authorized and trusted to conduct the research that yields this data.

It seems to me to create a sort of power imbalance if it is only university-educated people who decide what is hard truth and what is ""anecdotal.""

I don't think that is exactly what Carl Sagan is up to here, but that is what came to mind as I read this paragraph.",2018-09-13,2018-09-13,['yJHlILePEeilnT9Or1eUIg'],True
DAIjvreWEeic-G-RBh8f0g,5,michelle_la,"Yes, absolutely - I hope I don't come off as a hyper cultural relativist -- I have criticisms on that camp as well. I absolutely do think that the scientific method and critical thinking should be the very foundation of understanding, but we just have to be mindful of when and where we apply the scientific method in understanding social phenomena",2018-09-13,2018-09-13,"['8c6b3LcvEeixylciBerwMw', 'XsJTZLeUEei9uU8TVhd4eg']",True
XsJTZLeUEei9uU8TVhd4eg,5,linnteetzel,"Hi Michelle,
I agree that we have to be careful in the way we judge people for all the reasons you have mentioned.  But it feels that we are in a period of crisis, and are searching for ways for people to assess what they are seeing and reading.  Sagan, the scientist, puts forward his belief in critical thinking and the scientific method.  I think this may be a place to start, but it's not enough.  
",2018-09-13,2018-09-13,['8c6b3LcvEeixylciBerwMw'],True
tPxDHLeTEei1n3NjjBMR0Q,5,camilleweinsheimer,confounds,2018-09-13,2018-09-13,,True
Lma8kreTEeilGPPg2yaQuA,5,camilleweinsheimer,Fun fact: This is my dissertation research,2018-09-13,2018-09-13,['DiHSnrdjEeihJFNHkvULBg'],True
Vdlb0reSEei39pcXFt6YCg,5,camilleweinsheimer,Fascinating! Thanks for this.,2018-09-13,2018-09-13,['hCqeYrcOEei-4m9fxvxsSw'],True
yMUSGLeREei2Sj9zPRRGiQ,5,camilleweinsheimer,"Meaning that as the use of Tylenol increases, so do rates of kidney failure, *implying* that Tylenol ""*causes*"" kidney failure. But since it's correlational data, it can also mean that maybe people with kidney failure are taking more Tylenol; Or there's something else that's related to both an increase in Tylenol consumption *and* kidney failures",2018-09-13,2018-09-13,,True
yJHlILePEeilnT9Or1eUIg,5,camilleweinsheimer,"Does something like a case study or an ""N of 1"" study fall under anecdote, or data? Is there a point where anecdotal evidence can become real ""data?"" Perhaps (partly) it's the introduction of systematic study that makes the difference between these 2 terms, or at a certain point when a person can be ""some degree of"" confident about the conclusions they draw, such as with an adequate sample size... but I think anecdote, narrative, etc. can be useful sources of information to at the very least inform larger, more ""scientific"" research   ",2018-09-13,2018-09-13,,True
JE-zKrePEeiWDVfrguPT4Q,5,linnteetzel,"Juan mentioned that every course syllabus includes a course objective of developing critical thinking skills.  Could Sagan's ""tools for skeptical thinking""be useful for us in this course? ",2018-09-13,2018-09-13,,True
-PYu2reNEei_hW-AH9djKg,5,linnteetzel,"Is this what we are currently experiencing in our society?  Have so many people lost the capacity for critical thinking, leading to possible catastrophe?  ",2018-09-13,2018-09-13,['-Pw4_LbZEeiAmzeusZ6Umw'],True
EwJjWLeNEei0A09jzkpnIA,5,linnteetzel,"I find that I understand articles better if I have some idea about the author.  Sagan says his parents introduced him  to skepticism and wonder simultaneously, and that this taught him ""the two uneasily cohabiting modules of thought that are central to the scientific method"".",2018-09-13,2018-09-13,,True
FHLJ9LeMEei8cLPR7BOfhw,5,linnteetzel,"Carl Edward Sagan (/ˈseɪɡən/; November 9, 1934 – December 20, 1996) was an American astronomer, cosmologist, astrophysicist, astrobiologist, author, science popularizer, and science communicator in astronomy and other natural sciences.(Wikipedia).
",2018-09-13,2018-09-13,,True
IXq30rdlEei39mvdmuWh1A,5,aliceLF,Really good book on this topic: *[Merchants of Doubt](https://www.merchantsofdoubt.org/)*,2018-09-13,2018-09-13,,True
DiHSnrdjEeihJFNHkvULBg,5,aliceLF,i.e. [Confirmation Bias](https://en.wikipedia.org/wiki/Confirmation_bias),2018-09-13,2018-09-13,,True
2_JoardiEei2BveDByYK8A,5,aliceLF,"Agreed. ""Experts"" are dangerous too. Ever heard of the ""[lab coat effect](https://pdfs.semanticscholar.org/9943/5922f5f6c2d36c5af14663f55a0a66d3db97.pdf)""—that idea that as soon as someone dons a white coat, they seem more trustworthy and authoritative?  ",2018-09-13,2018-09-13,['vZbxcrcPEeiVkq85MM076g'],True
Wz1J_LdhEeiGZ1fE3Rkt8A,5,aliceLF,A powerful reason to make all research publicly accessible. ,2018-09-13,2018-09-13,,True
rllU2LdgEeiLQRNRvZSFiA,5,aliceLF,"Haha yeah, makes me think of Nike: ""Just buy it""",2018-09-13,2018-09-13,['F92-IpwEEeeeLLc8KpHB_Q'],True
zWzOoLdfEeikxa-NAckKlQ,5,aliceLF,"I love this last line about ""puerile marvels"" taking the place of organized religion—something I've been thinking about a lot recently. I wrote an [article](https://alicefleerackers.files.wordpress.com/2017/12/2017_sadmag_space-astrology.pdf
) earlier this year, investigating some of the reasons why astrology has become more popular than ever (25% of Americans believe in horoscopes, and that number is even higher among young people.) 

I spoke to two astrologers and a psychologist who studied belief, and they all agreed: believing in astrology, or any other kind of ""puerile marvel"", helps us feel more in control of our lives, feel like life has an order and a purpose. [Similar things have been said about yoga](https://www.chatelaine.com/living/books/wellmania-brigid-delaney/
) and other wellness trends. In an increasingly secular society, pseudoscience—bullshit—sometimes ends up taking the place organized religion traditionally would have.  ",2018-09-13,2018-09-13,['0BD4rpwBEeeInGefzmP33w'],True
nhs0IrddEei_jsujI-eJfA,5,aliceLF,"A more recent study (2006) found that more than 60% of participants held this belief! I wonder what the proportion is today, and whether it will continue increasing... ",2018-09-13,2018-09-13,,True
8c6b3LcvEeixylciBerwMw,5,michelle_la,"As someone who occasionally smokes --I know how bad cigarettes are. Yet, I still do it in the times that I do because I think it is rational to me to do so or the benefits outweigh the risks in the moment. E.g. ""I really need this cigarette because it will help me get through my day, and I have 100 essays to mark""

I guess what I am trying to say is that we should be cognizant and to be cautious of the way we judge others for their lack of ""critical thinking"". We need to be aware that rationalities are dependent upon culture and personal experience. We need to be wary of cultural imperialism",2018-09-13,2018-09-13,,True
AjxL4rcuEeiJxKeox4_Baw,5,michelle_la,"We should also think about how powerful placebos are though, some research indicates that placebos can increase certain outcomes",2018-09-13,2018-09-13,,True
zIILZLcsEeig3qfezUSitQ,5,michelle_la,a loud and hearty laugh,2018-09-13,2018-09-13,,True
ybmohLcSEeigz5siT7ykuA,5,carina.albrecht,"it does... and I fear climate change denial will be the next big killer.
",2018-09-13,2018-09-13,['JAmeVrbdEeiwpDs04l-tTA'],True
xPpFhLcREeic3iOKXLesmQ,5,carina.albrecht,"Exactly... I myself am guilty of using straw man a lot for subjects I do not know in detail, have to watch myself
",2018-09-13,2018-09-13,['FkxfFrbcEei-AcOtoJt41g'],True
t_9lkLcQEei9KaO02Ja8kw,5,KariGustafson,Hm. Don't ask questions you may not want to know the answer to.,2018-09-13,2018-09-13,,True
OtH9WLcQEei0nxP-O79NsA,5,KariGustafson,Fantastic analysis!,2018-09-13,2018-09-13,,True
3ron8rcPEei7yxe2Z47ZBw,5,KariGustafson,"I think this family of fallacy seems to be particularly prevalent in today's politics (especially, but not limited to, US politics).It shows up both in the political arguments and claims made, as well as being part of the deep polarization.",2018-09-13,2018-09-13,,True
vZbxcrcPEeiVkq85MM076g,5,carina.albrecht,"This statement is questionable. I think there is little difference between ""authorities"" and ""experts"". It is common understanding that academia is where the ""experts"" are and therefore the ""authority"" in science. If a research is not validated inside academia, I think it will be rejected most of the time.",2018-09-13,2018-09-13,,True
hCqeYrcOEei-4m9fxvxsSw,5,carina.albrecht,"I was curious about this statement of CIA looking into clairvoyance, and found that CIA in the 80's did a bit of research on clairvoyance to try prove if it is effective or not:
https://www.cia.gov/library/readingroom/docs/CIA-RDP96-00792R000701020003-5.pdf

https://www.washingtonpost.com/opinions/secrets-of-the-militarys-investigations-into-esp-revealed/2017/06/02/065d23fa-373b-11e7-b412-62beef8121f7_story.html?noredirect=on&utm_term=.224e6c622b45
",2018-09-13,2018-09-13,,True
KhiburcMEeiQRFO7hn30bQ,5,carina.albrecht,"the same concept as reincarnation, I suppose?",2018-09-13,2018-09-13,['u-MA6rX9Eei6psuQrtGmjg'],True
mb5dFrcLEei9I1fJ1Pvdjw,5,carina.albrecht,"Facing reality is better to solve problems, but some people may chose not to face reality because reality seems horrible to them and impossible to get better. ",2018-09-13,2018-09-13,['9YTDpJwQEeeeP8fKD_VDvA'],True
JAmeVrbdEeiwpDs04l-tTA,5,anastasiak,"Ignorance kills. It also feeds more ignorance. Yes - the need from critical thinking and more scientific methods of examination is necessary. 

We also need to fit these skills realistically into society. ",2018-09-12,2018-09-12,,True
6yXiXLbcEeiTk-9T7vUaQQ,5,anastasiak,"Woah, reading this was like stepping into the world of a conspiracy theorist. 

The industry does what is can to protect itself - throwing out worlds like slander and libel, espousing claims of defence.
",2018-09-12,2018-09-12,,True
i5-nFLbcEeiROddc0X2aHw,5,anastasiak,You might think this... and you might be wrong! Anyone following the history of industry and capitalism? Environmental and safety concerns are a relatively new concept in the scheme of things. ,2018-09-12,2018-09-12,,True
FkxfFrbcEei-AcOtoJt41g,5,anastasiak,A good reminder that 'baloney' isn't just around us - it's something we have to be aware of in ourselves too. What are our own limitations? How are we ignorant? ,2018-09-12,2018-09-12,,True
7DYGeLbbEeikrpcTTgvaeg,5,anastasiak,"This article could be called: ""A Scientist's Guide to Recognizing and Deciphering Bullshit.""",2018-09-12,2018-09-12,,True
bVAGJLbbEeirSXdRPHFDjA,5,anastasiak,"Ah a favourite: highlight the good, hide the bad. ",2018-09-12,2018-09-12,,True
QztcOrbbEeiyYHtXt4kPWQ,5,anastasiak,Sagan takes a rationalist approach to 'truth' and politics and religion. A rational approach in a irrational world. ,2018-09-12,2018-09-12,['fwgQTLVjEeiPKoOiYPMLaw'],True
-Pw4_LbZEeiAmzeusZ6Umw,5,anastasiak,Yes. A society where 'truth' has no value - Orwell's 1984 anyone?  ,2018-09-12,2018-09-12,,True
c-mAILbZEei2eisGDVHc9g,5,anastasiak,This is funny. Going to guess he thinks they're stones! ,2018-09-12,2018-09-12,,True
VtJV1LbZEei9_5uDiNn05g,5,anastasiak,"I paused when I read this sentence and considered the 'many other evils' Sagan is alluding to. 

I think he's right, condition people to hear lies and they'll never believe the truth. Or, the truth will come to have a lesser value. 

Think of the post-truth and alternative-facts world we live in. ",2018-09-12,2018-09-12,,True
6ucAfLbYEei1HmdoxtyBug,5,anastasiak,Conditioning.,2018-09-12,2018-09-12,,True
yQapWLbYEeiFwcN6n-5pVA,5,anastasiak,I'm interested in the role of deceit in this whole equation. ,2018-09-12,2018-09-12,,True
zDBkbLbXEeiwTxuBoqYpNg,5,anastasiak,An unoriginal sermon.,2018-09-12,2018-09-12,,True
g3TBtLbXEeiBPNs0kihdwA,5,anastasiak,"I agree, but as the old adage goes: 'ignorance is bliss.'
",2018-09-12,2018-09-12,,True
IpmzvrYJEei6uM-rWgC9iQ,5,mawaters,"I would say so. At the very least, they're admitting your inhaling tar while is bound to have some implications on your health.",2018-09-11,2018-09-11,,True
GpXZgrYIEeiLS3_lAALf7g,5,mawaters,"""dispute the truth, validity, or honesty of (a statement or motive); call into question.""",2018-09-11,2018-09-11,,True
CnajzLYFEeigVyvLsWcfWg,5,mawaters,this happens at all levels in an attempt to stop undesirable behaviours,2018-09-11,2018-09-11,,True
x-q4FLYDEeij2JtvWp2iEA,5,mawaters,Is this supposed to be to benefit the reader of the information or the researcher?,2018-09-11,2018-09-11,,True
IxFWHrYCEeiVLU_pWmLV7Q,5,mawaters,"""the supposed faculty of perceiving things or events in the future or beyond normal sensory contact""",2018-09-11,2018-09-11,,True
5KeoKrYAEeiODX851wEA6g,5,mawaters,"Morality is based on a complete lack of imagination as to what has not been proven. If people never thought outside the box, then we would never make new discoveries. ",2018-09-11,2018-09-11,,True
W38yDrX-Eeih-HN7ANdUPg,5,mawaters,"""a person holding religious beliefs other than those of the main world religions""",2018-09-11,2018-09-11,,True
u-MA6rX9Eei6psuQrtGmjg,5,mawaters,Essentially the author is saying we will perpetually live and die again and again for the rest of eternity...,2018-09-11,2018-09-11,,True
sMCPurX0Eei10VfLAZKjEg,5,mawaters,Could it be possible that Ramtha is a coping mechanism or simply a part of J. Z. Knight's imagination?,2018-09-11,2018-09-11,,True
ehCqqLVfEeilmJORC2auVQ,5,emmisalive,"I wonder how we might apply to this idea to the way in which baloney media is being treated these days. I feel like there might be more to it than a series of emotional lapses. Is there a chance it might actually be harder to tell the difference (or know which sources to trust)? And additionally, the relatively young digital landscape certainly poses a challenge to users, both young and old. ",2018-09-11,2018-09-11,,False
fwgQTLVjEeiPKoOiYPMLaw,5,emmisalive,"A distinction that could use recirculating today, I think. ",2018-09-11,2018-09-11,,False
naPkxLU0EeilT4MffCf_rQ,5,emmisalive,"Yes, I would agree. This seems like more of a thought experiment. Until it gets to the whole ""identical"" segment, atleast. ",2018-09-10,2018-09-10,['JNf98JwDEeePt7vmfJO3oQ'],False
V0NabrU0EeibqTuaBNpvjA,5,emmisalive,"Or perhaps they themselves don't know? Giving the benefit of the doubt, there could be a lot of reasons! 
",2018-09-10,2018-09-10,['X8QY4pwBEeeb7IfWaCwyfQ'],False
Di30GrU0Eei-bV_v0Z2khA,5,emmisalive,"For argument's sake, I'm not sure all of this information would have been known by one single member of a 35,000yr old society. ",2018-09-10,2018-09-10,,False
x4YC3pwUEeeIursCZzkAiA,5,patrick19929,"This is an early evaluation, but a type of evaluation nonetheless because after explaining why we will be able to see our loved ones again and again is because we will go through the same process of life over and over",2017-09-18,2017-09-18,,False
ZBIuNpwTEee77TfNpmBEvA,5,patrick19929,"This right here is an application of the statement in which the author had proposed stating that we have the opportunity to make contact to loved ones that have died
",2017-09-18,2017-09-18,,False
9YTDpJwQEeeeP8fKD_VDvA,5,patrick19929,"I agree with this on a number of ways because it actually hones some of the most universal advice which is ""don't kid yourself"" because it's more important to just face the facts than to keep creating a fake reality",2017-09-18,2017-09-18,,False
